parlamentarier_anzeige_name,parlamentarier_id,parlamentarier_nachname,parlamentarier_vorname,parlamentarier_zweiter_vorname,parlamentarier_rat,parlamentarier_kanton,parlamentarier_partei,parlamentarier_fraktion,parlamentarier_kommissionen,parlamentarier_im_rat_seit,parlamentarier_im_rat_bis,parlamentarier_geschlecht,parlamentarier_geburtstag,parlamentarier_parlament_biografie_id,parlamentarier_parlament_number,parlamentarier_sprache,parlamentarier_arbeitssprache,interessenbindung_beschreibung,interessenbindung_von,interessenbindung_bis,interessenbindung_art,interessenbindung_funktion_im_gremium,interessenbindung_deklarationstyp,interessenbindung_status,interessenbindung_hauptberuflich,interessenbindung_behoerden_vertreter,interessenbindung_wirksamkeit,organisation_id,verguetung,verguetung_jahr,verguetung_beschreibung,organisation_name_de,organisation_uid,organisation_name_fr,organisation_ort,organisation_rechtsform,organisation_rechtsform_handelsregister,organisation_rechtsform_zefix,organisation_typ,organisation_vernehmlassung,gruppe_spalte,interessengruppe,Hauptcode,Hauptkategorie,Subcode,Subkategorie
"Sollberger, Sandra",305,Sollberger,Sandra,NA,NR,BL,SVP,V,"FK-NR, KVF-NR",2015-11-30T00:00:00Z,NA,F,1973-10-27T00:00:00Z,4173,3095,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,2988,-1,2025,Bezahlendes Mitglied,Natur- und Vogelschutzverein Bubendorf,NA,NA,Bubendorf,Verein,NA,NA,"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.4,Biodiversität / Artenvielfalt
"Candan, Hasan",449,Candan,Hasan,NA,NR,LU,SP,S,UREK-NR,2023-12-04T00:00:00Z,NA,M,1985-02-24T00:00:00Z,10828,10828,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,tief,8467,0,2025,Ehrenamtlich,Nature Inclusive Urban Design,NA,NA,Luzern,Verein,NA,NA,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Raumplanung,15,Nachhaltige Raumplanung,NA,NA
"Bregy, Philipp Matthias",340,Bregy,Philipp Matthias,NA,NR,VS,M,M-E,"Bü-NR, RK-NR, WAK-NR",2019-03-04T00:00:00Z,NA,M,1978-07-07T00:00:00Z,4230,3131,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,874,20000,2025,NA,naturenergie holding AG,CHE-105.949.219,NA,Laufenburg,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Energieversorgung,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Wermuth, Cédric",211,Wermuth,Cédric,NA,NR,AG,SP,S,"FK-NR, WAK-NR",2011-12-05T00:00:00Z,NA,M,1986-02-19T00:00:00Z,4057,2759,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,2950,-1,2025,Bezahlendes Mitglied,Naturfreunde Baden,NA,NA,Baden,Verein,NA,NA,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe1,Tourismus/Gastronomie,1,Ökologische Schutzinteressen,1.1,Allgemeiner Naturschutz
"Wermuth, Cédric",211,Wermuth,Cédric,NA,NR,AG,SP,S,"FK-NR, WAK-NR",2011-12-05T00:00:00Z,NA,M,1986-02-19T00:00:00Z,4057,2759,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,2950,-1,2025,Bezahlendes Mitglied,Naturfreunde Baden,NA,NA,Baden,Verein,NA,NA,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe2,Umwelt & Natur,1,Ökologische Schutzinteressen,1.1,Allgemeiner Naturschutz
"Gysi, Barbara",110,Gysi,Barbara,NA,NR,SG,SP,S,SGK-NR,2011-12-12T00:00:00Z,NA,F,1964-05-14T00:00:00Z,4121,3026,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,6638,-1,2025,Bezahlendes Mitglied,Naturgruppe Salix,NA,NA,Wil,Verein,NA,NA,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Umwelt allgemein,1,Ökologische Schutzinteressen,1.1,Allgemeiner Naturschutz
"Friedl, Claudia",89,Friedl,Claudia,NA,NR,SG,SP,S,"APK-NR, Del A-V, Del FL-V, OSZE",2013-03-04T00:00:00Z,NA,F,1960-07-19T00:00:00Z,4131,3035,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,4537,-1,2025,Bezahlendes Mitglied,Naturschutzverein Stadt St. Gallen und Umgebung,NA,NA,Rorschacherberg,Verein,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.1,Allgemeiner Naturschutz
"Friedl, Claudia",89,Friedl,Claudia,NA,NR,SG,SP,S,"APK-NR, Del A-V, Del FL-V, OSZE",2013-03-04T00:00:00Z,NA,F,1960-07-19T00:00:00Z,4131,3035,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,4541,-1,2025,Bezahlendes Mitglied,Naturwissenschaftliche Gesellschaft St. Gallen,NA,NA,St. Gallen,Verein,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Hegglin, Peter",317,Hegglin,Peter,NA,SR,ZG,M,M-E,"FinDel, FK-S, SGK-S, WAK-S",2015-11-30T00:00:00Z,NA,M,1960-12-25T00:00:00Z,4153,3053,de,de,NA,2017-09-11T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,5771,1,2025,Bezahlt,NEROS - Netzwerk mineralische Rohstoffe Schweiz,CHE-228.859.705,NEROS - Réseau Suisse Ressources Minérales,Bern,Verein,0109,6,DachOrganisation,nie,organisation_interessengruppe1,Rohstoffhandel,3,Konventionelle Industrieinteressen,3.2,Rohstoffe & Baustoffe
"Grossen, Jürg",106,Grossen,Jürg,NA,NR,BE,GLP,GL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1969-08-24T00:00:00Z,4083,2786,de,de,NA,2021-12-14T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,8339,0,2025,Ehrenamtlich,Netto-Null.swiss AG,CHE-381.172.511,NA,Frutigen,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Klima,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Müller-Altermatt, Stefan",153,Müller-Altermatt,Stefan,NA,NR,SO,M,M-E,"BeK-V, GPDel-V, GPK-N, UREK-NR",2011-12-05T00:00:00Z,NA,M,1976-06-17T00:00:00Z,4063,2771,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,865,12000,2025,NA,Netzwerk Schweizer Pärke,CHE-428.251.002,NA,Bern,Verein,0109,6,"DachOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Schaffner, Barbara",418,Schaffner,Barbara,NA,NR,ZH,GLP,GL,"Del FL-V, KVF-NR",2019-12-02T00:00:00Z,NA,F,1968-07-28T00:00:00Z,4287,3179,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,4475,0,2025,Ehrenamtlich,Neue Energie Zürich,NA,NA,Zürich,Verein,NA,NA,"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Brenzikofer, Florence",424,Brenzikofer,Florence,Denise,NR,BL,Grüne,G,"Del D-V, KVF-NR",2019-12-09T00:00:00Z,NA,F,1975-04-15T00:00:00Z,4315,3211,de,de,NA,2021-12-17T00:00:00Z,NA,vorstand,vizepraesident,deklarationspflichtig,deklariert,0,NA,tief,857,0,2025,Ehrenamtlich,Nie wieder Atomkraftwerke,NA,NA,Basel,Verein,NA,NA,"DachOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Anti-AKW,7,Energieerzeugung & -infrastruktur,7.5,Anti-Atomkraft-Bewegung
"Flach, Beat",83,Flach,Beat,NA,NR,AG,GLP,GL,"RK-N, SiK-N",2011-12-05T00:00:00Z,NA,M,1965-01-21T00:00:00Z,4059,2765,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,mittel,2906,0,2025,Ehrenamtlich,Nie wieder Atomkraftwerke - NWA Aargau,NA,NA,Wölflinswil,Verein,NA,NA,"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Anti-AKW,7,Energieerzeugung & -infrastruktur,7.5,Anti-Atomkraft-Bewegung
"Kälin, Irène",329,Kälin,Irène,NA,NR,AG,Grüne,G,"FinDel-V, FK-NR",2017-11-27T00:00:00Z,NA,F,1987-02-06T00:00:00Z,4218,3119,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,2906,-1,2025,Bezahlendes Mitglied,Nie wieder Atomkraftwerke - NWA Aargau,NA,NA,Wölflinswil,Verein,NA,NA,"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Anti-AKW,7,Energieerzeugung & -infrastruktur,7.5,Anti-Atomkraft-Bewegung
"Wermuth, Cédric",211,Wermuth,Cédric,NA,NR,AG,SP,S,"FK-NR, WAK-NR",2011-12-05T00:00:00Z,NA,M,1986-02-19T00:00:00Z,4057,2759,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,2906,-1,2025,Bezahlendes Mitglied,Nie wieder Atomkraftwerke - NWA Aargau,NA,NA,Wölflinswil,Verein,NA,NA,"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Anti-AKW,7,Energieerzeugung & -infrastruktur,7.5,Anti-Atomkraft-Bewegung
"Wettstein, Felix",354,Wettstein,Felix,NA,NR,SO,Grüne,G,"FK-NR, RedK-V",2019-10-20T00:00:00Z,NA,M,1958-01-19T00:00:00Z,4299,3191,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,3568,-1,2025,Bezahlendes Mitglied,Nie wieder Atomkraftwerke Schweiz,NA,NA,Basel,Verein,NA,NA,"DachOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Anti-AKW,7,Energieerzeugung & -infrastruktur,7.5,Anti-Atomkraft-Bewegung
"Bühler, Manfred",271,Bühler,Manfred,NA,NR,BE,SVP,V,"GK-V, RK-NR",2015-11-30T00:00:00Z,NA,M,1979-04-10T00:00:00Z,4157,3063,fr,fr,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,mittel,1009,0,2025,Ehrenamtlich,Nuklearforum Schweiz,CHE-104.038.290,Forum nucléaire suisse,Olten,Verein,0109,6,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Atomenergie,7,Verkehrssektor und Mobilität,7.1,Fossile / konventionelle Energie
"Schilliger, Peter",185,Schilliger,Peter,Emil,NR,LU,FDP,RL,"Del D-V, FK-NR, SPK-NR",2012-09-10T00:00:00Z,NA,M,1959-06-01T00:00:00Z,4124,3029,de,de,NA,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,mittel,1009,NA,NA,NA,Nuklearforum Schweiz,CHE-104.038.290,Forum nucléaire suisse,Olten,Verein,0109,6,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Atomenergie,7,Verkehrssektor und Mobilität,7.1,Fossile / konventionelle Energie
"Badertscher, Christine",355,Badertscher,Christine,NA,NR,BE,Grüne,G,APK-NR,2019-12-01T00:00:00Z,NA,F,1982-01-11T00:00:00Z,4246,3138,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,6707,300,2025,Spesen,Oberaargauer Bauernverein,NA,NA,Madiswil,Verein,NA,NA,"EinzelOrganisation,MitgliedsOrganisation",nie,organisation_interessengruppe1,Landwirtschaft allgemein,5,Landwirtschaft und Ernährungssysteme,5.3,Bauernverbände
"Badertscher, Christine",355,Badertscher,Christine,NA,NR,BE,Grüne,G,APK-NR,2019-12-01T00:00:00Z,NA,F,1982-01-11T00:00:00Z,4246,3138,de,de,NA,2020-06-17T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,tief,8258,2600,2022,NA,Oekonomische Gemeinnützige Gesellschaft Bern,CHE-108.283.552,NA,Zollikofen,Verein,0109,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Badran, Jacqueline",49,Badran,Jacqueline,NA,NR,ZH,SP,S,"GPK-N, PD-OECD-V, WAK-NR",2011-12-05T00:00:00Z,NA,F,1961-11-12T00:00:00Z,4058,2762,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,5108,-1,2025,Bezahlendes Mitglied,Oikos Alumni St. Gallen,NA,NA,St. Gallen,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Umwelt allgemein,2,Wirtschaftliche Umweltinteressen (Green Economy),NA,NA
"Freymond, Sylvain",473,Freymond,Sylvain,NA,NR,VD,SVP,V,WBK-NR,2023-12-04T00:00:00Z,NA,M,1984-03-29T00:00:00Z,10835,10835,fr,fr,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,9519,0,2025,Ehrenamtlich,Ökologisches Netzwerk der Monods,NA,Réseau écologique des Monods,NA,Informelle Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Umwelt allgemein,1,Ökologische Schutzinteressen,1.1,Allgemeiner Naturschutz
"Hess, Erich",287,Hess,Erich,Johann,NR,BE,SVP,V,"GPK-N, SiK-NR",2015-11-30T00:00:00Z,NA,M,1981-03-25T00:00:00Z,4163,3078,de,de,Verwaltungsratspräsident und Geschäftsführer,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,2910,1,2025,NA,Optinovum Immobilien AG,CHE-425.612.693,NA,Bern,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Hess, Erich",287,Hess,Erich,Johann,NR,BE,SVP,V,"GPK-N, SiK-NR",2015-11-30T00:00:00Z,NA,M,1981-03-25T00:00:00Z,4163,3078,de,de,Verwaltungsratspräsident und Geschäftsführer,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,2912,1,2025,NA,Optiviva Immobilien AG,CHE-240.928.725,NA,Bern,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Weichelt, Manuela",386,Weichelt,Manuela,NA,NR,ZG,ALG,G,"GPK-N, IK-NR, SGK-NR",2019-10-20T00:00:00Z,NA,F,1967-07-21T00:00:00Z,4298,3190,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,7209,-1,2025,Bezahlendes Mitglied,OSOLEBIO Zentralschweizer Biomarkt,NA,NA,Luzern,Verein,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,Promotion/Label,5,Landwirtschaft und Ernährungssysteme,5.2,Biolandwirtschaft & Öko-Initiativen
"Nicolet, Jacques",298,Nicolet,Jacques,NA,NR,VD,SVP,V,"Del F-V, FK-NR, RK-NR",2015-11-30T00:00:00Z,NA,M,1965-10-24T00:00:00Z,4168,3089,fr,fr,NA,NA,NA,vorstand,vizepraesident,deklarationspflichtig,nicht-deklariert,0,N,tief,3244,0,2025,Ehrenamtlich,OUI au parc éolien Sur Grati,NA,NA,Vaulion,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Schneider, Meret",350,Schneider,Meret,NA,NR,ZH,Grüne,G,RK-NR,2019-12-01T00:00:00Z,NA,F,1992-08-22T00:00:00Z,4289,3181,de,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,tief,8708,0,2023,Ehrenamtlich,Pan Eco,CHE-109.395.254,NA,Berg am Irchel,Stiftung,0110,7,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Schneider, Meret",350,Schneider,Meret,NA,NR,ZH,Grüne,G,RK-NR,2019-12-01T00:00:00Z,NA,F,1992-08-22T00:00:00Z,4289,3181,de,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,tief,8708,0,2023,Ehrenamtlich,Pan Eco,CHE-109.395.254,NA,Berg am Irchel,Stiftung,0110,7,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe2,Tierschutz,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Schneider, Meret",350,Schneider,Meret,NA,NR,ZH,Grüne,G,RK-NR,2019-12-01T00:00:00Z,NA,F,1992-08-22T00:00:00Z,4289,3181,de,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,tief,8708,0,2023,Ehrenamtlich,Pan Eco,CHE-109.395.254,NA,Berg am Irchel,Stiftung,0110,7,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe3,Ökologie,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Schneider, Meret",350,Schneider,Meret,NA,NR,ZH,Grüne,G,RK-NR,2019-12-01T00:00:00Z,NA,F,1992-08-22T00:00:00Z,4289,3181,de,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,tief,8708,0,2023,Ehrenamtlich,Pan Eco,CHE-109.395.254,NA,Berg am Irchel,Stiftung,0110,7,"EinzelOrganisation,LeistungsErbringer,dezidierteLobby",nie,organisation_interessengruppe3,Ökologie,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Wettstein, Felix",354,Wettstein,Felix,NA,NR,SO,Grüne,G,"FK-NR, RedK-V",2019-10-20T00:00:00Z,NA,M,1958-01-19T00:00:00Z,4299,3191,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,NA,tief,5501,-1,2025,Bezahlendes Mitglied,Parc Ela,CHE-112.740.015,NA,Tiefencastel,Verein,0109,6,EinzelOrganisation,nie,organisation_interessengruppe1,Raumplanung,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Bäumle, Martin",51,Bäumle,Martin,Hans,NR,ZH,GLP,GL,UREK-NR,2003-12-01T00:00:00Z,NA,M,1964-06-03T00:00:00Z,1138,2585,de,de,Co-Präsident,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,1485,0,2025,Ehrenamtlich,Parlamentarische Gruppe Green Cross Schweiz,NA,Intergroupe parlementaire Croix verte Suisse,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Umwelt allgemein,1,Ökologische Schutzinteressen,1.6,Klima- & Umweltschutz allgemein
"Schilliger, Peter",185,Schilliger,Peter,Emil,NR,LU,FDP,RL,"Del D-V, FK-NR, SPK-NR",2012-09-10T00:00:00Z,NA,M,1959-06-01T00:00:00Z,4124,3029,de,de,Mitglied und Sekretär,NA,NA,vorstand,mitglied,deklarationspflichtig,deklariert,1,NA,tief,961,1,2025,Bezahlt,Partner Immobilien AG,CHE-112.172.737,NA,Udligenswil,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Ritter, Markus",178,Ritter,Markus,NA,NR,SG,M,M-E,WAK-NR,2011-12-05T00:00:00Z,NA,M,1967-04-19T00:00:00Z,4052,2754,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,nicht-deklariert,0,N,tief,1290,0,2025,Ehrenamtlich,Personalvorsorgestiftung des Schweizerischen Bauernverbandes,CHE-109.732.819,NA,Brugg AG,Stiftung,0110,7,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe2,Landwirtschaft allgemein,5,Landwirtschaft und Ernährungssysteme,5.1,Konventionelle Landwirtschaft
"Götte, Michael",441,Götte,Michael,NA,NR,SG,SVP,V,"Del A-V, FinDel-V, FK-NR, SiK-NR",2023-05-30T00:00:00Z,NA,M,1979-06-16T00:00:00Z,4335,3230,de,de,NA,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,N,tief,9010,0,2024,Ehrenamtlich,Petrus Real Estate AG,CHE-175.081.891,NA,Goldach,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.3,Real Estate
"Götte, Michael",441,Götte,Michael,NA,NR,SG,SVP,V,"Del A-V, FinDel-V, FK-NR, SiK-NR",2023-05-30T00:00:00Z,NA,M,1979-06-16T00:00:00Z,4335,3230,de,de,Co-Präsidium,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,6343,NA,NA,NA,Powerloop,NA,NA,Zürich,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Rüegger, Monika",379,Rüegger,Monika,NA,NR,OW,SVP,V,"APK-NR, UREK-NR",2019-10-20T00:00:00Z,NA,F,1968-03-25T00:00:00Z,4285,3177,de,de,Co-Präsidium,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,6343,NA,NA,NA,Powerloop,NA,NA,Zürich,Verein,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Grossen, Jürg",106,Grossen,Jürg,NA,NR,BE,GLP,GL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1969-08-24T00:00:00Z,4083,2786,de,de,Jurymitglied,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,10428,NA,NA,NA,Prix Watt d'Or,NA,NA,Bern,Staatlich,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Gysin, Greta",396,Gysin,Greta,Ilaria,NR,TI,Grüne,G,"BeK-V, Del I-V, RedK-V, SPK-NR",2019-10-20T00:00:00Z,NA,F,1983-10-06T00:00:00Z,4268,3160,it,de,Jurymitglied,NA,NA,mitglied,NA,nicht deklarationspflicht,deklariert,0,N,tief,10428,0,2025,Ehrenamtlich,Prix Watt d'Or,NA,NA,Bern,Staatlich,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Vincenz-Stauffacher, Susanne",361,Vincenz-Stauffacher,Susanne,NA,NR,SG,FDP,RL,"Del FL-V, GK-V, IK-NR, UREK-NR",2019-12-01T00:00:00Z,NA,F,1967-01-21T00:00:00Z,4296,3188,de,de,Jurymitglied,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,10428,NA,NA,NA,Prix Watt d'Or,NA,NA,Bern,Staatlich,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Amoos, Emmanuel",428,Amoos,Emmanuel,Didier,NR,VS,SP,S,WAK-NR,2021-06-01T00:00:00Z,NA,M,1980-07-31T00:00:00Z,4320,3217,fr,fr,NA,2022-05-27T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,1380,0,2025,Ehrenamtlich,Pro Alps,CHE-109.257.008,NA,Brig,Verein,0109,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Clivaz, Christophe",383,Clivaz,Christophe,Charles,NR,VS,Grüne,G,UREK-NR,2019-10-20T00:00:00Z,NA,M,1969-01-07T00:00:00Z,4253,3145,fr,fr,NA,2022-05-18T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,NA,hoch,1380,0,2025,Ehrenamtlich,Pro Alps,CHE-109.257.008,NA,Brig,Verein,0109,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Grossen, Jürg",106,Grossen,Jürg,NA,NR,BE,GLP,GL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1969-08-24T00:00:00Z,4083,2786,de,de,Mitglied Alpenrat,NA,NA,beirat,mitglied,deklarationspflichtig,nicht-deklariert,0,N,mittel,1380,0,2025,Ehrenamtlich,Pro Alps,CHE-109.257.008,NA,Brig,Verein,0109,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Gysi, Barbara",110,Gysi,Barbara,NA,NR,SG,SP,S,SGK-NR,2011-12-12T00:00:00Z,NA,F,1964-05-14T00:00:00Z,4121,3026,de,de,NA,NA,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,1380,-1,2025,Bezahlendes Mitglied,Pro Alps,CHE-109.257.008,NA,Brig,Verein,0109,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Gysin, Greta",396,Gysin,Greta,Ilaria,NR,TI,Grüne,G,"BeK-V, Del I-V, RedK-V, SPK-NR",2019-10-20T00:00:00Z,NA,F,1983-10-06T00:00:00Z,4268,3160,it,de,Mitglied Alpenrat,NA,NA,beirat,mitglied,deklarationspflichtig,deklariert,0,NA,mittel,1380,0,2025,Ehrenamtlich,Pro Alps,CHE-109.257.008,NA,Brig,Verein,0109,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
"Pult, Jon",378,Pult,Jon,Andri,NR,GR,SP,S,"KVF-NR, UREK-NR",2019-10-20T00:00:00Z,NA,M,1984-10-12T00:00:00Z,4281,3173,de,de,Ehrenpräsident,2025-05-19T00:00:00Z,NA,mitglied,NA,nicht deklarationspflicht,nicht-deklariert,0,N,tief,1380,NA,NA,NA,Pro Alps,CHE-109.257.008,NA,Brig,Verein,0109,NA,"EinzelOrganisation,dezidierteLobby",punktuell,organisation_interessengruppe1,Umwelt & Natur,1,Ökologische Schutzinteressen,1.2,Landschaftsschutz & Alpenraum
